villageCode,villageName,parishCode
113-082-09-39-08,KAITABAHINDI,113-082-09-39
113-082-09-39-09,KYAMUKUNISA,113-082-09-39
113-082-09-40-01,IKUMA,113-082-09-40
113-082-09-40-02,KARAMBI,113-082-09-40
113-082-09-40-03,KIRONGO,113-082-09-40
113-082-09-40-04,MAMBUGU,113-082-09-40
113-082-09-40-05,BUHUNGIRO,113-082-09-40
113-082-09-41-01,NYAKARONGO,113-082-09-41
113-082-09-41-02,KICWANYINDO,113-082-09-41
113-082-09-41-03,KIRABA UPPER,113-082-09-41
113-082-09-41-04,NYARUZIBA A,113-082-09-41
113-082-09-41-05,NYARUZIBA B,113-082-09-41
113-082-09-41-06,KIRABA LOWER,113-082-09-41
113-082-09-41-07,NAKULABYE,113-082-09-41
113-082-09-42-01,NYANGEREKA B,113-082-09-42
113-082-09-42-02,KYOMUKAMA A,113-082-09-42
113-082-09-42-03,NYANGEREKA A,113-082-09-42
113-082-09-42-05,KYOMUKAMA B,113-082-09-42
113-082-09-42-06,KYOMUNEMBE B,113-082-09-42
113-082-09-42-07,KYOMUNEMBE A,113-082-09-42
113-082-09-42-08,BUKUNGWE,113-082-09-42
113-082-10-12-01,KICUCURA NORTH,113-082-10-12
113-082-10-12-03,KIIJAGI EAST,113-082-10-12
113-082-10-12-04,KICUCURA SOUTH,113-082-10-12
113-082-10-12-05,KIIJAGI TRADING CENTRE,113-082-10-12
113-082-10-12-11,NCUMBIRA A,113-082-10-12
113-082-10-12-12,NCUMBIRA B,113-082-10-12
113-082-10-35-01,KITOMA,113-082-10-35
113-082-10-35-02,KYAMISANGO,113-082-10-35
113-082-10-35-03,NYANSIMBI,113-082-10-35
113-082-10-35-04,KITEMBA EAST,113-082-10-35
113-082-10-35-05,KITEMBA TRADING CENTER,113-082-10-35
113-082-10-35-07,KITEMBA WEST,113-082-10-35
113-082-10-36-02,KIIJAGI WEST,113-082-10-36
113-082-10-36-08,KYAMAJEGERE A,113-082-10-36
113-082-10-36-09,KYAMAJEGERE B,113-082-10-36
113-082-10-36-10,KYAMAJEGERE C,113-082-10-36
113-082-10-37-01,KATUGO,113-082-10-37
113-082-10-37-02,KYAMAYANJA,113-082-10-37
113-082-10-37-07,KYABISULITA A,113-082-10-37
113-082-10-37-08,KYABISULITA B,113-082-10-37
113-082-10-37-09,KYABISULITA C,113-082-10-37
113-082-10-38-01,BUGWARA,113-082-10-38
113-082-10-38-02,BUGWARA WEST,113-082-10-38
113-082-10-38-03,KAMBUGU,113-082-10-38
113-082-10-38-04,KASONGA,113-082-10-38
113-082-10-38-10,MULERE,113-082-10-38
113-082-10-56-01,KITOORO C,113-082-10-56
113-082-10-56-02,MUKASWA,113-082-10-56
113-082-10-56-03,KYABAHIGI,113-082-10-56
113-082-10-56-04,NYAKABALE,113-082-10-56
113-082-10-56-05,KITOORO A,113-082-10-56
113-082-10-56-06,KITOORO B,113-082-10-56
113-082-10-56-07,KYEBIGOZA,113-082-10-56
113-082-10-56-08,RWOBUGANDO,113-082-10-56
113-082-10-56-09,KASOZI,113-082-10-56
113-082-11-11-02,KABAMBA,113-082-11-11
113-082-11-11-04,KAISOLYA,113-082-11-11
113-082-11-11-13,MICINGA,113-082-11-11
113-082-11-44-01,KAROKARUNGI,113-082-11-44
113-082-11-44-03,KAHUMUZA,113-082-11-44
113-082-11-44-04,NYABURUNGI,113-082-11-44
113-082-11-44-05,NYAKARAMBI,113-082-11-44
113-082-11-44-08,KINANGA,113-082-11-44
113-082-11-44-17,RWEMIHOKO,113-082-11-44
113-082-11-45-01,KANYINYA,113-082-11-45
113-082-11-45-02,KIZIGATI,113-082-11-45
113-082-11-45-03,YAKIJOOKA,113-082-11-45
113-082-11-45-06,KATIKARA,113-082-11-45
113-082-11-45-12,MBOGWA,113-082-11-45
113-082-11-48-01,KYAKAZIMIRI,113-082-11-48
113-082-11-48-02,KYEYA,113-082-11-48
113-082-11-48-03,MUSENENE,113-082-11-48
113-082-11-48-04,RWEMANGO,113-082-11-48
113-082-11-48-16,RUZAIRE,113-082-11-48
113-082-11-54-05,KASAMBYA,113-082-11-54
113-082-11-54-10,KIRYANJAGI,113-082-11-54
113-082-11-54-11,KYAKIJOKA,113-082-11-54
113-082-11-61-01,BWAMUKEERA,113-082-11-61
113-082-11-61-07,KAZIIZI,113-082-11-61
113-082-11-61-09,KIRUHURA,113-082-11-61
113-082-11-61-15,NYAKASOZI,113-082-11-61
113-082-11-64-01,NYAKAFUNJO,113-082-11-64
113-082-11-64-03,KINYAKAIRU,113-082-11-64
113-082-11-64-09,KYEBISOHA,113-082-11-64
113-082-11-64-12,RUGARAMBIRO,113-082-11-64
113-082-11-64-13,RUSEKERE,113-082-11-64
113-082-11-64-14,MUGOIJA,113-082-11-64
113-082-11-64-15,BUHUMURIRO,113-082-11-64
113-082-13-18-01,ITAHIRO,113-082-13-18
113-082-13-18-02,KARAGI,113-082-13-18
113-082-13-18-03,KIBINGO,113-082-13-18
113-082-13-18-04,KITEMA,113-082-13-18
113-082-13-18-05,KYABAGANDA,113-082-13-18
113-082-13-18-06,KYANGAMWOYO,113-082-13-18
113-082-13-18-07,MUGALIKE,113-082-13-18
113-082-13-18-08,MUSHENYI A,113-082-13-18
113-082-13-18-09,MUSHENYI B,113-082-13-18
113-082-13-18-10,BIHANGA,113-082-13-18
113-082-13-19-04,KIBWERA A,113-082-13-19
113-082-13-19-05,KIBWERA B,113-082-13-19
113-082-13-20-03,KIYEMBE,113-082-13-20
113-082-13-20-07,KYEICUMU,113-082-13-20
113-082-13-20-08,NYABUHIKE A,113-082-13-20
113-082-13-20-13,NYABUHIKE B,113-082-13-20
113-082-14-25-01,KASOKERO A,113-082-14-25
113-082-14-25-02,KASOKERO B,113-082-14-25
113-082-14-25-03,KASOKERO C,113-082-14-25
113-082-14-25-16,KYABAKWONGA,113-082-14-25
113-082-14-26-04,KIGOYE,113-082-14-26
113-082-14-26-06,KYEGANYWA,113-082-14-26
113-082-14-26-15,MAISANGWE,113-082-14-26
113-082-14-27-03,KANYINYA,113-082-14-27
113-082-14-27-07,MPAMBA A,113-082-14-27
113-082-14-27-09,NYAMBUZI,113-082-14-27
113-082-14-27-11,KISENYI,113-082-14-27
113-082-14-28-01,KAGORORA,113-082-14-28
113-082-14-28-02,KANYABEBE A,113-082-14-28
113-082-14-28-04,RUKUKURU,113-082-14-28
113-082-14-28-05,KANYEGARAMIRE,113-082-14-28
113-082-14-28-06,KYABASAALI A,113-082-14-28
113-082-14-28-08,MPAMBA B,113-082-14-28
113-082-14-28-10,KYABASAALI B,113-082-14-28
113-082-14-59-03,KATOMA,113-082-14-59
113-082-14-59-07,KYENZIGE CENTRAL,113-082-14-59
113-082-14-59-08,KYENZIGE A,113-082-14-59
113-082-14-59-09,KYENZIGE TRADING CENTRE,113-082-14-59
113-082-14-59-10,KYENZIGE B,113-082-14-59
113-082-14-59-12,KYOMUKAMA,113-082-14-59
113-082-14-59-13,KAIGUTA,113-082-14-59
113-082-14-59-14,BUYAGA,113-082-14-59
113-082-15-14-01,IGWANJURA A,113-082-15-14
113-082-15-14-06,KISAKURO,113-082-15-14
113-082-15-14-07,KYAKABANDA,113-082-15-14
113-082-15-14-09,NYAKABAALE,113-082-15-14
113-082-15-14-11,KABWOTERO,113-082-15-14
113-082-15-57-02,IGWANJURA B,113-082-15-57
113-082-15-57-03,KIGUNDA A,113-082-15-57
113-082-15-57-04,KIGUNDA B,113-082-15-57
113-082-15-57-08,NASUTI,113-082-15-57
113-082-15-57-10,RWENJOBE,113-082-15-57
113-082-15-57-12,NYAKABUNGO,113-082-15-57
113-082-16-51-01,GAYAZA A,113-082-16-51
113-082-16-51-02,GAYAZA B,113-082-16-51
113-082-16-51-03,GAYAZA TC LC1,113-082-16-51
113-082-16-51-04,KIRYAMBIIRE,113-082-16-51
113-082-16-51-05,NYABINANGA,113-082-16-51
113-082-16-53-01,KIKUURA,113-082-16-53
113-082-16-53-02,KIYAGA,113-082-16-53
113-082-16-53-03,KYAMUYOMBYA,113-082-16-53
113-082-16-53-04,KAHUNIRRO,113-082-16-53
113-082-16-53-05,MUKYAPA,113-082-16-53
113-082-16-55-01,KAMPUMULE,113-082-16-55
113-082-16-55-02,KYALENI,113-082-16-55
113-082-16-55-05,KAMATA A,113-082-16-55
113-082-16-55-06,KAMATA B,113-082-16-55
113-082-16-55-08,NYAMPINDU,113-082-16-55
113-082-16-60-01,MUKISENYI,113-082-16-60
113-082-16-60-02,NYAMIGISA,113-082-16-60
113-082-16-60-03,IROBE,113-082-16-60
113-082-16-60-04,RUGAGA,113-082-16-60
113-082-16-62-01,KIBENGO,113-082-16-62
113-082-16-62-02,BUHUMULIRO,113-082-16-62
113-082-16-62-07,KYAKADEHE,113-082-16-62
113-082-16-62-09,PACHWA TRADING CENTRE,113-082-16-62
113-082-17-92-01,KYAKAHUUKU,113-082-17-92
113-082-17-92-11,KIHUURA A,113-082-17-92
113-082-17-92-12,KIHUURA B,113-082-17-92
113-082-17-93-01,KASENDA,113-082-17-93
113-082-17-93-02,KATONZI A,113-082-17-93
113-082-17-93-03,KATONZI B,113-082-17-93
113-082-17-93-04,MWERUKA,113-082-17-93
113-082-17-93-05,NYABWIRE EAST,113-082-17-93
113-082-17-93-06,NYABWIRE WEST,113-082-17-93
113-082-17-93-07,MABAALE T.C WEST,113-082-17-93
113-082-17-93-23,KYEJUMIKIIRE,113-082-17-93
113-082-17-94-01,KINGEREEZA,113-082-17-94
113-082-17-94-02,KYABAKAIDE,113-082-17-94
113-082-17-94-03,MABAALE T.C NORTH,113-082-17-94
113-082-17-94-06,KYADYOKO,113-082-17-94
113-082-17-94-07,KYETEERA A,113-082-17-94
113-082-17-94-15,NYANKWANZI,113-082-17-94
113-082-17-94-24,KYETEERA B,113-082-17-94
113-082-17-94-28,MABAALE T.C EAST,113-082-17-94
113-082-17-95-01,KYABAHITA,113-082-17-95
113-082-17-95-02,KYEYA,113-082-17-95
113-082-17-95-04,KAMUYANGE A,113-082-17-95
113-082-17-95-06,KIRONGO,113-082-17-95
113-082-17-95-08,KIYUYA,113-082-17-95
113-082-17-95-10,NYANSOORO A,113-082-17-95
113-082-17-95-11,KITEMUZI WEST,113-082-17-95
113-082-17-95-13,KAMUYANGE B,113-082-17-95
113-082-17-96-02,HARURONGO,113-082-17-96
113-082-17-96-03,KIGAAYA,113-082-17-96
113-082-17-96-05,KIRANZI A,113-082-17-96
113-082-17-96-06,KIRANZI B,113-082-17-96
113-082-17-96-10,MUKUMBWA CENTRAL,113-082-17-96
113-082-17-96-11,MUKUMBWA EAST,113-082-17-96
113-082-17-96-17,KYAMASENGERE,113-082-17-96
113-082-17-96-20,MUKUMBWA WEST,113-082-17-96
113-082-17-96-21,RWINA,113-082-17-96
113-082-17-97-01,KASUNGA,113-082-17-97
113-082-17-97-02,DIIDA A,113-082-17-97
113-082-17-97-03,KITEMUZI CENTRAL,113-082-17-97
113-082-17-97-07,KITEMUZI EAST,113-082-17-97
113-082-17-97-13,NYABARUNGI A,113-082-17-97
113-082-17-97-14,NYABARUNGI B,113-082-17-97
113-082-17-97-25,KYEMBOGO A,113-082-17-97
113-082-17-97-26,KYEMBOGO B,113-082-17-97
113-082-17-97-27,MABAALE SOUTH,113-082-17-97
113-220-01-01-02,KICWAMBA A,113-220-01-01
113-220-01-01-03,KICWAMBA B,113-220-01-01
113-220-01-01-04,BWIKARA CENTRAL,113-220-01-01
113-220-01-01-06,KISUURA A,113-220-01-01
113-220-01-01-07,KISUURA B,113-220-01-01
113-220-01-01-08,KISUURA C,113-220-01-01
113-220-01-01-09,KABURAISOKE,113-220-01-01
113-220-01-01-14,RUSAKA,113-220-01-01
113-220-01-01-17,KAKOGA,113-220-01-01
113-220-01-04-01,ALIBAAKI A,113-220-01-04
113-220-01-04-02,ALIBAAKI B,113-220-01-04
113-220-01-04-03,KISAARA A,113-220-01-04
113-220-01-04-05,KISAARA B,113-220-01-04
113-220-01-04-06,NYABINANGA,113-220-01-04
113-220-01-04-07,NYAKABAALE A,113-220-01-04
113-220-01-04-09,NYAMASA,113-220-01-04
113-220-01-04-10,NYANKUBEBE A,113-220-01-04
113-220-01-04-11,KATIKARA,113-220-01-04
113-220-01-04-14,NYAKABAALE B,113-220-01-04
113-220-01-04-15,NYANKUBEBE B,113-220-01-04
113-220-01-11-01,BUGANGAMA,113-220-01-11
113-220-01-11-02,HUMURA,113-220-01-11
113-220-01-11-03,KAMUSENGU CAMP,113-220-01-11
113-220-01-11-04,KAMUSENGU CENTRAL,113-220-01-11
113-220-01-11-05,KIBISO,113-220-01-11
113-220-01-11-12,MUZIIZI TEA ESTATE,113-220-01-11
113-220-01-11-15,KARAMBI,113-220-01-11
113-220-01-11-16,KITUSI,113-220-01-11
113-220-01-12-02,KAMUKOLE A,113-220-01-12
113-220-01-12-03,MATUNTU A,113-220-01-12
113-220-01-12-04,MATUNTU B,113-220-01-12
113-220-01-12-05,NGOMA A,113-220-01-12
113-220-01-12-12,KAMUKOLE B,113-220-01-12
113-220-01-12-13,NYAMALEMBO A,113-220-01-12
113-220-01-12-14,NYAMALEMBO B,113-220-01-12
113-220-01-12-15,NYAMALEMBO C,113-220-01-12
113-220-01-12-18,NGOMA B,113-220-01-12
113-220-01-12-19,RUGANA,113-220-01-12
113-220-02-35-01,RWENSANDE,113-220-02-35
113-220-02-35-02,RWESABAIJA B,113-220-02-35
113-220-02-35-10,KYAKABADIIMA A,113-220-02-35
113-220-02-35-12,KYAKABADIIMA T/C,113-220-02-35
113-220-02-35-16,RWESABAIJA A,113-220-02-35
113-220-02-35-20,NYAKAFUNJO,113-220-02-35
113-220-02-67-01,HAMUGYI,113-220-02-67
113-220-02-67-02,KITUGU WEST,113-220-02-67
113-220-02-67-06,KASUBI,113-220-02-67
113-220-02-67-07,KAVULE,113-220-02-67
113-220-02-67-08,KITUGU EAST,113-220-02-67
113-220-02-67-11,KYAKABADIIMA B,113-220-02-67
113-220-02-68-01,KAMUYANGE,113-220-02-68
113-220-02-68-02,KYAMAGANA WEST,113-220-02-68
113-220-02-68-09,KYAMAGANA C,113-220-02-68
113-220-02-68-13,KYAMAGANA A,113-220-02-68
113-220-02-68-14,KYAMAGANA B,113-220-02-68
113-220-02-68-19,KISIGARI,113-220-02-68
113-220-03-05-02,BUTUMBA B,113-220-03-05
113-220-03-05-03,BUTUMBA A,113-220-03-05
113-220-03-05-10,KYANYAMUNYU,113-220-03-05
113-220-03-05-12,NYAMANGA,113-220-03-05
113-220-03-05-14,NYABUBAALE,113-220-03-05
113-220-03-06-03,KANYWAMIYAGA,113-220-03-06
113-220-03-06-08,KIHEEREZA,113-220-03-06
113-220-03-06-10,KISENYI,113-220-03-06
113-220-03-06-11,KITOORO,113-220-03-06
113-220-03-06-13,MUHORRO CENTRAL,113-220-03-06
113-220-03-07-04,KAPYEMI A,113-220-03-07
113-220-03-07-05,KAPYEMI B,113-220-03-07
113-220-03-07-07,KITOOGA A,113-220-03-07
113-220-03-07-16,KAPYEMI C,113-220-03-07
113-220-03-07-18,KIGASANI,113-220-03-07
113-220-03-07-19,KITOOGA B,113-220-03-07
113-220-03-08-01,IGULIKA,113-220-03-08
113-220-03-08-04,KARUSWIGA CENTRAL,113-220-03-08
113-220-03-08-05,KARUSWIGA EAST,113-220-03-08
113-220-03-08-06,KARUSWIGA WEST,113-220-03-08
113-220-03-08-17,NYANZIGE,113-220-03-08
113-220-03-08-18,KYAMAJAKA,113-220-03-08
113-220-03-08-20,KAHYORO B,113-220-03-08
113-220-03-08-21,BUGAMU,113-220-03-08
113-220-03-32-02,KAHYORO A,113-220-03-32
113-220-03-32-07,KIBANGA,113-220-03-32
113-220-03-32-09,KIRYABYENJU,113-220-03-32
113-220-03-32-12,KYAMURODO,113-220-03-32
113-220-03-32-15,NYAMITI,113-220-03-32
113-220-03-32-16,RUSWIGA,113-220-03-32
113-220-03-32-19,KASAGAATE,113-220-03-32
113-220-03-32-22,KIJOJO,113-220-03-32
113-220-03-32-23,KIYONJO,113-220-03-32
113-220-03-32-24,KYARUSA,113-220-03-32
113-220-03-33-01,BUSOIGA,113-220-03-33
113-220-03-33-06,KARALIKE,113-220-03-33
113-220-03-33-08,KYABAKARA,113-220-03-33
113-220-03-33-09,KYAKAZANA,113-220-03-33
113-220-03-33-11,NYABIGATA,113-220-03-33
113-220-03-33-13,NYANSEKE A,113-220-03-33
113-220-03-33-14,PIIDA,113-220-03-33
113-220-03-33-15,MIRONGO,113-220-03-33
113-220-03-33-17,NYANSEKE B,113-220-03-33
113-220-04-13-01,BUGARAMA A,113-220-04-13
113-220-04-13-16,TWERIIRE,113-220-04-13
113-220-04-13-17,BUGARAMA B,113-220-04-13
113-220-04-13-26,TWEYANZE,113-220-04-13
113-220-04-14-04,GALIBOLEKA A,113-220-04-14
113-220-04-14-05,GALIBOLEKA B,113-220-04-14
113-220-04-14-06,KAGARAMA A,113-220-04-14
113-220-04-14-10,NYAKASOZI,113-220-04-14
113-220-04-14-13,NYARUHANGA,113-220-04-14
113-220-04-14-19,KAGARAMA B,113-220-04-14
113-220-04-14-22,NYAKAINA,113-220-04-14
113-220-04-14-25,RWABITUJU,113-220-04-14
113-220-04-15-02,BUSUNGUBWA,113-220-04-15
113-220-04-15-08,KYENJOJO A,113-220-04-15
113-220-04-15-09,MUSANDIKA A,113-220-04-15
113-220-04-15-11,NYANKOMA A,113-220-04-15
113-220-04-15-12,NYANKOMA B,113-220-04-15
113-220-04-15-18,KYENJOJO B,113-220-04-15
113-220-04-15-21,MUSANDIKA B,113-220-04-15
113-220-04-15-23,NYANKOMA C,113-220-04-15
113-220-04-16-03,BWERA A,113-220-04-16
113-220-04-16-07,KAJUMA,113-220-04-16
113-220-04-16-14,RUTOOMA A,113-220-04-16
113-220-04-16-15,RWENTAAHI,113-220-04-16
113-220-04-16-20,BWERA B,113-220-04-16
113-220-04-16-24,RUTOOMA B,113-220-04-16
113-220-05-02-09,KITEHE A,113-220-05-02
113-220-05-02-10,KYABAYANGA A,113-220-05-02
113-220-05-02-11,KYEIBUMBA,113-220-05-02
113-220-05-02-14,MAIRIIRWE,113-220-05-02
113-220-05-02-15,MUNSENYI A,113-220-05-02
113-220-05-02-19,KITEHE B,113-220-05-02
113-220-05-02-20,KYABAYANGA B,113-220-05-02
113-220-05-02-21,MBABA,113-220-05-02
113-220-05-17-01,BUTAHULIRA A,113-220-05-17
113-220-05-17-02,BUTAHULIRA B,113-220-05-17
113-220-05-17-03,NYANSWA A,113-220-05-17
113-220-05-17-04,NYANSWA B,113-220-05-17
113-220-05-17-18,NYAMAHEGA,113-220-05-17
113-220-05-17-22,MUNSENYI B,113-220-05-17
113-220-05-18-01,BWEGIRAGYE,113-220-05-18
113-220-05-18-02,BUGAMBAIHE B,113-220-05-18
113-220-05-18-03,RWENSONZI,113-220-05-18
113-220-05-18-04,IGABIRO,113-220-05-18
113-220-05-18-05,KAISAMUNYA A,113-220-05-18
113-220-05-18-06,KAISAMUNYA B,113-220-05-18
113-220-05-18-07,KAYANJA A,113-220-05-18
113-220-05-18-08,KAYANJA B,113-220-05-18
113-220-05-18-17,KIGULI,113-220-05-18
113-220-05-19-01,BUGAMBAIHE A,113-220-05-19
113-220-05-19-04,KATOMA,113-220-05-19
113-220-05-19-05,NYAKAKO,113-220-05-19
113-220-05-19-06,KENGANDO,113-220-05-19
113-220-05-19-12,KYEMA A,113-220-05-19
113-220-05-19-13,KYEMA B,113-220-05-19
113-220-06-29-01,KASANA,113-220-06-29
113-220-06-29-02,KASARA,113-220-06-29
113-220-06-29-03,KASHEBEYA,113-220-06-29
113-220-06-29-04,KASOJO,113-220-06-29
113-220-06-29-05,MPEEFU B,113-220-06-29
113-220-06-29-06,MUGYEIGURU A,113-220-06-29
113-220-06-29-07,MUGYEIGURU B,113-220-06-29
113-220-06-29-08,RUTOOMA,113-220-06-29
113-220-06-29-09,RWABARANGA,113-220-06-29
113-220-06-29-10,RWENSHENENE A,113-220-06-29
113-220-06-29-11,SIYONI,113-220-06-29
113-220-06-29-12,TUHUMWIRE,113-220-06-29
113-220-06-37-01,KANDOORA,113-220-06-37
113-220-06-37-02,KIJURU,113-220-06-37
113-220-06-37-03,MUTUULE,113-220-06-37
113-220-06-37-04,NYAKATOJO,113-220-06-37
113-220-06-37-05,RUBIRIZI A,113-220-06-37
113-220-06-37-06,RUBIRIZI B,113-220-06-37
113-220-06-37-07,RUGARAMA,113-220-06-37
113-220-06-37-08,RWENSENENE B,113-220-06-37
113-220-06-37-09,WABINYAMA,113-220-06-37
113-220-06-37-10,WAIHEMBE,113-220-06-37
113-220-07-20-01,BUNUNKYA,113-220-07-20
113-220-07-20-03,KABUGA A,113-220-07-20
113-220-07-20-05,KYABASENGYA,113-220-07-20
113-220-07-20-08,KYANKORONGOTO,113-220-07-20
113-220-07-20-16,NYABURUNGI,113-220-07-20
113-220-07-20-18,KABUGA B,113-220-07-20
113-220-07-21-02,IBANDA,113-220-07-21
113-220-07-21-04,KASOGA,113-220-07-21
113-220-07-21-07,KAMBOGO,113-220-07-21
113-220-07-21-19,KASOGA TRADING CENTER,113-220-07-21
113-220-07-22-06,KYAKAJWIGA,113-220-07-22
113-220-07-22-10,KYESAMIRE A,113-220-07-22
113-220-07-22-11,KYESAMIRE B,113-220-07-22
113-220-07-22-13,NYAMBEHO,113-220-07-22
113-220-07-22-20,KYABAGOGO,113-220-07-22
113-220-07-31-09,KYANYARAALE,113-220-07-31
113-220-07-31-12,NYAMACUMU A,113-220-07-31
113-220-07-31-14,NYAMIGISA A,113-220-07-31
113-220-07-31-15,NYAMIGISA B,113-220-07-31
113-220-07-31-17,NYAMACUMU B,113-220-07-31
113-220-08-69-10,KIBUGA A,113-220-08-69
113-220-08-69-11,KIBUGA B,113-220-08-69
113-220-08-69-17,NDEEBA A,113-220-08-69
113-220-08-69-18,NDEEBA B,113-220-08-69
113-220-08-69-29,KANYINYA,113-220-08-69
113-220-08-73-01,IZAHURA B,113-220-08-73
113-220-08-73-02,IZAHURA T/C,113-220-08-73
113-220-08-73-05,IRUHURA A,113-220-08-73
113-220-08-73-06,IZAHURA A,113-220-08-73
113-220-08-73-07,IRUHURA B,113-220-08-73
113-220-08-73-22,RUKIGA A,113-220-08-73
113-220-08-73-23,RUKIGA B,113-220-08-73
113-220-08-74-11,KINAABA A,113-220-08-74
113-220-08-74-25,KINAABA B,113-220-08-74
113-220-08-75-08,KIBANDA T/C,113-220-08-75
113-220-08-75-09,KIBANDA A,113-220-08-75
113-220-08-75-10,KIBANDA B,113-220-08-75
113-220-08-75-18,NYABWISENYA,113-220-08-75
113-220-09-03-02,ITAHA,113-220-09-03
113-220-09-03-03,KAKINDO,113-220-09-03
113-220-09-03-04,KITONZI A,113-220-09-03
113-220-09-03-05,KITONZI B,113-220-09-03
113-220-09-03-10,KYAKASORO,113-220-09-03
113-220-09-03-11,KYERAHA,113-220-09-03
113-220-09-03-15,NYAKARONGO CENTRAL,113-220-09-03
113-220-09-03-18,NYAKARONGO HEMU,113-220-09-03
113-220-09-03-21,KAROKARUNGI,113-220-09-03
113-220-09-23-04,KATALEMWA A,113-220-09-23
113-220-09-23-05,KATALEMWA B,113-220-09-23
113-220-09-23-16,NYAMIREMBE,113-220-09-23
113-220-09-23-17,RUSENYI,113-220-09-23
113-220-09-23-18,RUSENYI CENTRAL,113-220-09-23
113-220-09-23-22,KIGATA,113-220-09-23
113-220-09-23-23,KITABUGIKA,113-220-09-23
113-220-09-39-01,BURANGWA,113-220-09-39
113-220-09-39-02,KATIKENGEYO A,113-220-09-39
113-220-09-39-03,KAGUGO,113-220-09-39
113-220-09-39-04,KATIKENGEYO CENTRAL,113-220-09-39
113-220-09-39-05,RUKIRI A,113-220-09-39
113-220-09-39-06,RUKIRI B,113-220-09-39
113-220-09-40-01,BWEMA A,113-220-09-40
113-220-09-40-02,KYABAIRU A,113-220-09-40
113-220-09-40-03,KYABAIRU B,113-220-09-40
113-220-09-40-04,MAGUSURU A,113-220-09-40
113-220-09-40-05,MAGUSURU B,113-220-09-40
113-220-09-40-06,KISUNGU A,113-220-09-40
113-220-09-40-07,KISUNGU B,113-220-09-40
113-220-09-40-12,MABAALE A,113-220-09-40
113-220-09-40-13,MABAALE B,113-220-09-40
113-220-09-40-14,MABAALE C,113-220-09-40
113-220-09-40-19,BWEMA B,113-220-09-40
113-220-09-40-20,HAKONDO,113-220-09-40
113-220-09-41-01,BUGAHYA A,113-220-09-41
113-220-09-41-02,BUGAHYA B,113-220-09-41
113-220-09-41-09,MABERENGA A,113-220-09-41
113-220-09-41-10,MABERENGA B,113-220-09-41
113-220-09-41-11,MABERENGA C,113-220-09-41
113-220-09-41-16,KAIHA,113-220-09-41
113-220-10-34-03,KAHANAMA,113-220-10-34
113-220-10-34-05,KYABASAZIMA,113-220-10-34
113-220-10-34-06,NYABUGANDO A,113-220-10-34
113-220-10-34-07,NYABUGANDO C,113-220-10-34
113-220-10-34-10,BURORA T/C,113-220-10-34
113-220-10-38-01,BURORA A,113-220-10-38
113-220-10-38-03,MABUYEMERU,113-220-10-38
113-220-10-38-05,NYAMUKAIKURU,113-220-10-38
113-220-10-38-09,MABUYEMERO B,113-220-10-38
113-220-10-38-13,NYAMUKAIKURU B,113-220-10-38
113-220-10-51-03,NYABUGANDO EAST,113-220-10-51
113-220-10-51-05,NYAKABINGO B,113-220-10-51
113-220-10-51-08,NYAKABINGO A,113-220-10-51
113-220-10-51-11,NYABUGANDO B,113-220-10-51
113-220-10-51-12,KAYEMBE,113-220-10-51
113-220-10-57-01,KIHEREZA,113-220-10-57
113-220-10-57-02,KABARODI A,113-220-10-57
113-220-10-57-03,KABARODI B,113-220-10-57
113-220-10-57-04,MUTUNGURU,113-220-10-57
113-220-10-57-09,RUTUUZA,113-220-10-57
113-220-10-57-14,KIGWABYA,113-220-10-57
113-220-10-58-01,KABYAZA NORTH,113-220-10-58
113-220-10-58-02,KABYAZA,113-220-10-58
113-220-10-58-03,KABYAZA WEST,113-220-10-58
113-220-10-58-04,KATOMA,113-220-10-58
113-220-10-58-07,RWENTALE A,113-220-10-58
113-220-10-58-08,RWENTALE B,113-220-10-58
113-220-10-59-01,KASENYI,113-220-10-59
113-220-10-59-02,KASOZI,113-220-10-59
113-220-10-59-03,KIKYEKU,113-220-10-59
113-220-10-59-04,RUYANJA,113-220-10-59
113-220-10-59-05,BURORA B,113-220-10-59
113-220-10-59-12,KAMAMBU A,113-220-10-59
113-220-10-61-01,KAROKARUNGI,113-220-10-61
113-220-10-61-02,KAFENE,113-220-10-61
113-220-10-61-04,KIHUMURO A,113-220-10-61
113-220-10-61-13,KIHUMURO B,113-220-10-61
113-220-10-61-15,KARAMBI,113-220-10-61
113-220-10-63-01,NYAMIGISA NORTH,113-220-10-63
113-220-10-63-04,NYAMIGISA,113-220-10-63
113-220-10-63-06,RUYANJA,113-220-10-63
113-220-10-63-10,NYAMIGISA CENTRAL,113-220-10-63
113-220-10-63-11,NYAMIGISA SOUTH,113-220-10-63
113-220-11-25-01,BUSINGYE,113-220-11-25
113-220-11-25-02,KAFENE,113-220-11-25
113-220-11-25-03,KIBENGO,113-220-11-25
113-220-11-25-04,KANYEGARAMIRE,113-220-11-25
113-220-11-25-06,MUGYENZA,113-220-11-25
113-220-11-25-08,NYAMIGISHA,113-220-11-25
113-220-11-25-09,RUGAMBWA,113-220-11-25
113-220-11-25-10,RUJUMBURA,113-220-11-25
113-220-11-27-01,BURAZA,113-220-11-27
113-220-11-27-02,BWERA,113-220-11-27
113-220-11-27-03,BWERANYANJI,113-220-11-27
113-220-11-27-04,KANYINYA,113-220-11-27
113-220-11-27-07,NYAKABAALE,113-220-11-27
113-220-11-27-08,NYAMUKARA,113-220-11-27
