villageCode,villageName,parishCode
015-078-02-09-04,IHANGO II,015-078-02-09
015-078-02-09-05,KIBIRIGHA,015-078-02-09
015-078-02-10-01,BUHAMBIA,015-078-02-10
015-078-02-10-02,BUSYANGWA,015-078-02-10
015-078-02-10-03,KIHONDO I,015-078-02-10
015-078-02-10-04,KIHONDO II,015-078-02-10
015-078-02-10-05,KATAMIRA,015-078-02-10
015-078-02-10-06,BUHASA,015-078-02-10
015-078-02-31-01,KIBISIRE,015-078-02-31
015-078-02-31-02,KIHOKO I,015-078-02-31
015-078-02-31-03,KIHOKO II,015-078-02-31
015-078-03-11-01,BIKUNYA,015-078-03-11
015-078-03-11-02,KAKOGHA,015-078-03-11
015-078-03-11-03,KANYAMUNYU,015-078-03-11
015-078-03-12-01,BUHUNA I,015-078-03-12
015-078-03-12-02,BUHUNA II,015-078-03-12
015-078-03-12-04,KARAMBI T.CENTRE,015-078-03-12
015-078-03-12-07,KYAMUHAMIRA,015-078-03-12
015-078-03-12-08,NYAKAINA,015-078-03-12
015-078-03-13-01,KARAMBI,015-078-03-13
015-078-03-13-02,KYASENDA I,015-078-03-13
015-078-03-13-03,KYASENDA II,015-078-03-13
015-078-03-13-04,MIRAMI I,015-078-03-13
015-078-03-13-05,MIRAMI II,015-078-03-13
015-078-03-14-01,IGOMBA,015-078-03-14
015-078-03-14-02,KISANGA I,015-078-03-14
015-078-03-14-03,KISOLHOLHO I,015-078-03-14
015-078-03-14-04,KISOLHOLHO II,015-078-03-14
015-078-03-14-05,KIYONZO,015-078-03-14
015-078-03-17-01,KARUGHE,015-078-03-17
015-078-03-17-02,KITHUTI I,015-078-03-17
015-078-03-17-03,NYAKAHYA II,015-078-03-17
015-078-03-17-04,KITHUTI II,015-078-03-17
015-078-03-32-01,KAMASASA I,015-078-03-32
015-078-03-32-02,KAMASASA II,015-078-03-32
015-078-03-32-03,KAMBUKAMABWE I,015-078-03-32
015-078-03-32-05,KYANDOBOKERYA,015-078-03-32
015-078-04-18-02,KANYATSI II,015-078-04-18
015-078-04-18-04,KISABU I,015-078-04-18
015-078-04-18-05,KISABU II,015-078-04-18
015-078-04-18-06,KISABU III,015-078-04-18
015-078-04-19-01,BURANGWA,015-078-04-19
015-078-04-19-02,KASINGA,015-078-04-19
015-078-04-19-03,KINONE,015-078-04-19
015-078-04-19-04,KIRARO,015-078-04-19
015-078-04-19-05,KISEBERE,015-078-04-19
015-078-04-20-01,BUSYANGWA,015-078-04-20
015-078-04-20-02,BWATSINGE,015-078-04-20
015-078-04-20-03,KABWE,015-078-04-20
015-078-04-20-04,KITHOLHU,015-078-04-20
015-078-04-20-05,NYAMUSULE,015-078-04-20
015-078-04-21-01,KITHOBIRA,015-078-04-21
015-078-04-21-02,NKWEKWE,015-078-04-21
015-078-04-22-01,BUHURUTHI,015-078-04-22
015-078-04-22-02,BULEMERA,015-078-04-22
015-078-04-22-03,IKOBERO,015-078-04-22
015-078-04-22-06,KIBISIRE,015-078-04-22
015-078-05-23-01,KAGHORWE I,015-078-05-23
015-078-05-23-02,KAGHORWE II,015-078-05-23
015-078-05-23-03,KAGHORWE III,015-078-05-23
015-078-05-23-04,KAGHORWE IV,015-078-05-23
015-078-05-23-05,MUSISIO,015-078-05-23
015-078-05-23-06,MUSYENENE I,015-078-05-23
015-078-05-23-07,MUSYENENE II,015-078-05-23
015-078-05-23-08,MUSYENENE III,015-078-05-23
015-078-05-24-01,BWENGO,015-078-05-24
015-078-05-24-02,KATHIKALI,015-078-05-24
015-078-05-24-03,KATHOLU,015-078-05-24
015-078-05-24-04,NYAKIRANGO I,015-078-05-24
015-078-05-24-05,RWEHINGO,015-078-05-24
015-078-05-25-01,KAYANJA,015-078-05-25
015-078-05-25-02,KITATURWA,015-078-05-25
015-078-05-26-01,KABAGHOLE,015-078-05-26
015-078-05-26-02,KABWIRISOKE,015-078-05-26
015-078-05-26-03,KYABISORO I,015-078-05-26
015-078-05-26-04,KYABISORO II,015-078-05-26
015-078-05-26-05,LYAKIREMA I,015-078-05-26
015-078-05-26-06,LYAKIREMA II,015-078-05-26
015-078-05-26-07,NYAKASOJO,015-078-05-26
015-078-05-26-08,NYAMIGHERA,015-078-05-26
015-078-05-27-01,BUSALYA,015-078-05-27
015-078-05-27-02,BUSAMBU,015-078-05-27
015-078-05-27-03,KIGHUTHU,015-078-05-27
015-078-05-27-04,MUHINDI,015-078-05-27
015-078-05-28-01,NYAKABALE,015-078-05-28
015-078-05-28-02,NYAKIYUMBU I,015-078-05-28
015-078-05-28-03,NYAKIYUMBU II,015-078-05-28
015-078-05-28-04,NYAKIYUMBU III,015-078-05-28
015-078-05-33-01,BUKANGARA,015-078-05-33
015-078-05-33-02,KIKUMBI,015-078-05-33
015-078-05-33-03,KYAMINYAWANDI,015-078-05-33
015-078-05-33-04,NYAKIRANGO II,015-078-05-33
015-078-06-01-01,CAR PARK,015-078-06-01
015-078-06-01-02,KAGERA,015-078-06-01
015-078-06-01-03,KIKWASO,015-078-06-01
015-078-06-01-04,RIVER MPONDWE,015-078-06-01
015-078-06-01-05,SAAD,015-078-06-01
015-078-06-01-06,KASERENGETHE I,015-078-06-01
015-078-06-01-07,KASERENGETHE II,015-078-06-01
015-078-06-05-01,KYABOLOKYA III,015-078-06-05
015-078-06-05-03,KYABOLOKYA II,015-078-06-05
015-078-06-05-04,KYABOLOKYA I,015-078-06-05
015-078-06-05-06,NYABUTUNDU,015-078-06-05
015-078-06-05-07,NYAMAMBUKA I,015-078-06-05
015-078-06-06-01,KALITUSI,015-078-06-06
015-078-06-06-02,KIGHANDO,015-078-06-06
015-078-06-06-03,RUSESE B,015-078-06-06
015-078-06-06-04,RUSESE A,015-078-06-06
015-078-06-06-05,KYANDULI II,015-078-06-06
015-078-06-06-06,RUKUNGU,015-078-06-06
015-078-06-06-09,KYANDULI I,015-078-06-06
015-078-06-16-02,KABUYIRI II,015-078-06-16
015-078-06-16-04,NYABUGANDO I,015-078-06-16
015-078-06-16-05,NYABUGANDO II,015-078-06-16
015-078-06-34-01,KABUYIRI I,015-078-06-34
015-078-06-34-03,LOWER CUSTOMS,015-078-06-34
015-078-06-35-03,KAMBUKAMABWE II,015-078-06-35
015-078-06-35-04,KATHERO,015-078-06-35
015-078-06-35-06,UPPER CUSTOMS,015-078-06-35
015-078-06-36-03,KYAMBOGHO I,015-078-06-36
015-078-06-36-04,KYAMBOGHO II,015-078-06-36
015-078-06-37-02,NYAKAHYA I,015-078-06-37
015-078-06-37-04,SESELE,015-078-06-37
015-078-06-38-03,KISAKA I,015-078-06-38
015-078-06-38-05,KYANZI,015-078-06-38
015-078-06-38-08,NYAMAMBUKA II,015-078-06-38
015-078-07-03-05,KYEMPARA I,015-078-07-03
015-078-07-03-06,KYEMPARA II,015-078-07-03
015-078-07-15-01,KAMUKUMBI I,015-078-07-15
015-078-07-15-02,KAMUKUMBI II,015-078-07-15
015-078-07-15-03,KANYATSI,015-078-07-15
015-078-07-39-01,HARUKUNGU CENTRAL,015-078-07-39
015-078-07-39-02,KITATURWA,015-078-07-39
015-078-07-39-03,RUKUNGU B,015-078-07-39
015-078-07-40-01,ISANGO II,015-078-07-40
015-078-07-40-02,ISANGO I,015-078-07-40
015-078-07-40-03,KABAFU I,015-078-07-40
015-078-07-40-04,KABAFU II,015-078-07-40
015-078-07-41-01,KAYEMBE I,015-078-07-41
015-078-07-41-02,KAYEMBE II,015-078-07-41
015-078-07-41-03,MUGHONGO,015-078-07-41
015-078-08-42-01,KANYATSI,015-078-08-42
015-078-08-42-02,KANYATSI I,015-078-08-42
015-078-08-43-04,ISANGO,015-078-08-43
015-078-08-43-05,KAKINDO,015-078-08-43
015-078-08-44-01,MALABA,015-078-08-44
015-078-08-44-03,KATHEMBO,015-078-08-44
015-078-08-45-07,KYABIKERE I,015-078-08-45
015-078-08-45-08,KYABIKERE II,015-078-08-45
015-078-08-46-03,KASISYO,015-078-08-46
015-078-08-46-07,KITHOMA CENTRAL,015-078-08-46
015-079-01-01-01,BUGOYE,015-079-01-01
015-079-01-01-02,KANYAMINIGHO,015-079-01-01
015-079-01-01-03,KISAMBA I,015-079-01-01
015-079-01-01-04,KISAMBA II,015-079-01-01
015-079-01-01-05,MURAMBA I,015-079-01-01
015-079-01-01-06,MURAMBA II,015-079-01-01
015-079-01-01-07,RWAKINGI IA,015-079-01-01
015-079-01-01-08,RWAKINGI IB,015-079-01-01
015-079-01-02-03,KIHARARA,015-079-01-02
015-079-01-02-05,MIRIMBO,015-079-01-02
015-079-01-03-01,KATOOKE I,015-079-01-03
015-079-01-03-02,KATOOKE II,015-079-01-03
015-079-01-03-03,KEMIHOKO,015-079-01-03
015-079-01-03-04,KIHINDI,015-079-01-03
015-079-01-03-05,KINYANGOYE,015-079-01-03
015-079-01-03-06,KIRONGO,015-079-01-03
015-079-01-03-07,MAPATA,015-079-01-03
015-079-01-03-08,MULEHE,015-079-01-03
015-079-01-03-09,NYANGONGE,015-079-01-03
015-079-01-04-01,BUNYANGONI,015-079-01-04
015-079-01-04-02,KATUMBA,015-079-01-04
015-079-01-04-03,MAGHOMA,015-079-01-04
015-079-01-04-04,MUHAMBO,015-079-01-04
015-079-01-04-05,NDUGUTHU EAST,015-079-01-04
015-079-01-04-06,NDUGUTHU WEST,015-079-01-04
015-079-01-20-01,BULINDIGURU TOP,015-079-01-20
015-079-01-20-02,IHANI,015-079-01-20
015-079-01-20-03,KASANZI,015-079-01-20
015-079-01-20-04,KIBIRIZI,015-079-01-20
015-079-01-20-05,KIKOKERA,015-079-01-20
015-079-02-05-01,IBUGA II,015-079-02-05
015-079-02-05-02,KAYANJA I,015-079-02-05
015-079-02-05-03,KAYANJA II,015-079-02-05
015-079-02-05-04,KENDAHI,015-079-02-05
015-079-02-05-05,NKOKO,015-079-02-05
015-079-02-05-06,NYANGEREKA,015-079-02-05
015-079-02-05-07,RUHITA,015-079-02-05
015-079-02-07-01,BUKANGAMA,015-079-02-07
015-079-02-07-02,KALUMANGA,015-079-02-07
015-079-02-07-03,KIHYO,015-079-02-07
015-079-02-07-04,KINYABWAMBA,015-079-02-07
015-079-02-07-05,KISANGA,015-079-02-07
015-079-02-07-06,MOTOMOTO,015-079-02-07
015-079-02-07-09,MUZAHURA WEST,015-079-02-07
015-079-02-07-10,KINYABWAMBA LOWER,015-079-02-07
015-079-02-07-11,KAHEMBE,015-079-02-07
015-079-02-07-12,KABIRA,015-079-02-07
015-079-02-07-13,KIBISIRE,015-079-02-07
015-079-02-09-01,BIGANDO,015-079-02-09
015-079-02-09-02,BLOCK A I,015-079-02-09
015-079-02-09-03,BLOCK A II,015-079-02-09
015-079-02-09-04,BLOCK B,015-079-02-09
015-079-02-09-05,BLOCK C I,015-079-02-09
015-079-02-09-06,BLOCK C II,015-079-02-09
015-079-02-09-07,IBUGA,015-079-02-09
015-079-02-09-09,BURAMBIRA T/C,015-079-02-09
015-079-02-09-11,RWANGEYA,015-079-02-09
015-079-02-09-12,KIYEMBE,015-079-02-09
015-079-02-09-13,SIKIRYAMUBA,015-079-02-09
015-079-02-09-14,MURWAHARI,015-079-02-09
015-079-02-09-15,KIREKA,015-079-02-09
015-079-03-14-01,KABAGAGA,015-079-03-14
015-079-03-14-02,KAGHORWE,015-079-03-14
015-079-03-14-03,KYABARUNGIRA I,015-079-03-14
015-079-03-14-04,KYABARUNGIRA II,015-079-03-14
015-079-03-14-05,KITHWA,015-079-03-14
015-079-03-32-01,RWESANDE I,015-079-03-32
015-079-03-32-02,RWESANDE II,015-079-03-32
015-079-03-32-03,KEMIKONDE,015-079-03-32
015-079-03-32-04,KYONDO,015-079-03-32
015-079-04-06-04,KATEBE I,015-079-04-06
015-079-04-06-05,KATEBE II,015-079-04-06
015-079-04-06-06,KIHYO,015-079-04-06
015-079-04-06-08,KIBISIRE,015-079-04-06
015-079-04-15-02,BUHUNGA I,015-079-04-15
015-079-04-15-03,BUHUNGA II,015-079-04-15
015-079-04-15-07,KYANIKA,015-079-04-15
015-079-04-15-10,ISENGERA,015-079-04-15
015-079-04-15-11,KYAGABU,015-079-04-15
015-079-04-17-01,BWIZIBWERA,015-079-04-17
015-079-04-17-02,IZINGA,015-079-04-17
015-079-04-18-03,KIRULI I A,015-079-04-18
015-079-04-18-04,KIRULI I B,015-079-04-18
015-079-04-18-07,KYANDALE,015-079-04-18
015-079-04-18-08,NYABISUSI,015-079-04-18
015-079-04-19-01,BUHWEZA,015-079-04-19
015-079-04-19-02,KABUYIRI,015-079-04-19
015-079-04-19-03,KASAKA,015-079-04-19
015-079-04-19-07,NYANGORONGO,015-079-04-19
015-079-04-21-01,BWATO,015-079-04-21
015-079-04-21-02,ISULE,015-079-04-21
015-079-04-21-03,KAMABWE,015-079-04-21
015-079-04-21-04,KATABUKENENE,015-079-04-21
015-079-04-21-05,KIHINDI,015-079-04-21
015-079-04-21-06,KITOKO,015-079-04-21
015-079-04-21-07,KYABIKUHA,015-079-04-21
015-079-04-21-08,MUWERO,015-079-04-21
015-079-04-21-09,KALHONGE,015-079-04-21
015-079-04-37-01,KAGHANDO,015-079-04-37
015-079-04-37-02,KIREMBERI,015-079-04-37
015-079-04-37-05,KISANGA,015-079-04-37
015-079-04-37-06,KITHULI,015-079-04-37
015-079-04-37-09,SINAI,015-079-04-37
015-079-05-22-01,KASOJO,015-079-05-22
015-079-05-22-02,KISENYI,015-079-05-22
015-079-05-22-03,MARKET SQUARE,015-079-05-22
015-079-05-23-01,KISANYARAZI,015-079-05-23
015-079-05-23-02,LOWER MOWLEM,015-079-05-23
015-079-05-23-03,UPPER MOWLEM,015-079-05-23
015-079-05-24-01,HIMA RESIDENTIAL CAMP,015-079-05-24
015-079-05-24-02,HIMA TOWN CENTRE,015-079-05-24
015-079-05-24-03,KIKONGO,015-079-05-24
015-079-05-25-01,HABITANT,015-079-05-25
015-079-05-25-02,KENDAHI LOWER,015-079-05-25
015-079-05-25-03,KIKONZO,015-079-05-25
015-079-05-25-04,NYAGEREKA LOWER,015-079-05-25
015-079-05-26-01,KINYAMWENGE,015-079-05-26
015-079-05-26-02,LOWER KARUNGIBATI,015-079-05-26
015-079-05-26-03,NYAKAKINDO,015-079-05-26
015-079-05-26-04,UPPER KARUNGIBATI,015-079-05-26
015-079-06-11-01,BWESUMBU II,015-079-06-11
015-079-06-11-02,KAGHANDO,015-079-06-11
015-079-06-11-03,KINYAMAGANA,015-079-06-11
015-079-06-11-04,KYEBULERA,015-079-06-11
015-079-06-11-05,MULINDA,015-079-06-11
015-079-06-13-01,BUHATI,015-079-06-13
015-079-06-13-02,KASANGALI A,015-079-06-13
015-079-06-13-03,KASANGALI B,015-079-06-13
015-079-06-13-04,RUHARA I,015-079-06-13
015-079-06-13-05,RUHARA II,015-079-06-13
015-079-06-34-01,KIKONGE,015-079-06-34
015-079-06-34-02,KASWA I,015-079-06-34
015-079-06-34-03,KASWA II,015-079-06-34
015-079-06-34-04,NYAKISEWA,015-079-06-34
015-079-06-35-01,MAGHASA,015-079-06-35
015-079-06-35-02,MBATA,015-079-06-35
015-079-06-35-03,MUKUMBA,015-079-06-35
015-079-06-35-04,BUTWETSE,015-079-06-35
015-079-06-36-01,BUNYAMURWA,015-079-06-36
015-079-06-36-02,BWESUMBU I,015-079-06-36
015-079-06-36-03,KASANGA,015-079-06-36
015-079-06-36-04,KYOHO I,015-079-06-36
015-079-06-36-05,KYOHO II,015-079-06-36
015-079-06-36-06,BUNYAMURWA II,015-079-06-36
015-079-07-10-01,BUHUHIRA,015-079-07-10
015-079-07-10-02,ISUKA,015-079-07-10
015-079-07-10-03,KURUHE,015-079-07-10
015-079-07-10-04,NTUNGA,015-079-07-10
015-079-07-10-05,KYAPA,015-079-07-10
015-079-07-28-01,KASAMBYA A,015-079-07-28
015-079-07-28-02,KASAMBYA B,015-079-07-28
015-079-07-28-03,MINANA,015-079-07-28
015-079-07-28-04,KIGHARAMA,015-079-07-28
015-079-07-29-01,KAHONDO,015-079-07-29
015-079-07-29-02,KIKOKA,015-079-07-29
015-079-07-29-03,KITHOMA,015-079-07-29
015-079-07-30-01,KIHYO,015-079-07-30
015-079-07-30-02,MUHUMUZA,015-079-07-30
015-079-07-30-03,OMUKATHI,015-079-07-30
015-079-07-31-01,BUTERA,015-079-07-31
015-079-07-31-02,BUTOHYO,015-079-07-31
015-079-07-31-03,IBUNDA,015-079-07-31
015-079-07-31-04,KIBULYA,015-079-07-31
015-079-07-31-05,KIBANDIA,015-079-07-31
015-079-07-31-06,KITHENGERA,015-079-07-31
015-079-07-31-07,BUGHENDERO,015-079-07-31
015-079-08-38-01,BLOCK B,015-079-08-38
015-079-08-38-02,BLOCK C I,015-079-08-38
015-079-08-38-03,BLOCK C II,015-079-08-38
015-079-08-38-04,BURAMBIRA,015-079-08-38
015-079-08-39-01,SAYUNI CENTRAL,015-079-08-39
015-079-08-39-02,SAYUNI LOWER,015-079-08-39
015-079-08-39-09,SAYUNI,015-079-08-39
015-079-08-39-14,KIHOGO,015-079-08-39
015-079-08-40-01,BLOCK A II,015-079-08-40
015-079-08-40-02,LHUME,015-079-08-40
015-079-08-40-03,UPPER RUGENDABARA I,015-079-08-40
015-079-08-40-11,UPPER RUGENDABARA I,015-079-08-40
015-079-08-41-01,KYANGWALE,015-079-08-41
015-079-08-41-02,KYANGWALE LOWER,015-079-08-41
015-079-08-41-03,KYANGWALE UPPER,015-079-08-41
015-079-08-41-04,LHUKUKA,015-079-08-41
015-079-08-42-01,RUGENDABARA LOWER,015-079-08-42
015-079-08-42-10,RUGENDABARA CENTRAL,015-079-08-42
015-079-08-42-12,UPPER RUGENDABARA II A,015-079-08-42
015-079-08-42-13,UPPER RUGENDABARA II B,015-079-08-42
015-079-09-43-01,MABALE,015-079-09-43
015-079-09-43-05,MUBUKU LOWER,015-079-09-43
015-079-09-43-07,MUBUKU UPPER,015-079-09-43
015-079-09-43-08,MUBUKU CENTRAL,015-079-09-43
015-079-09-44-01,TANK HILL,015-079-09-44
015-079-09-44-06,MUBUKU PRISON,015-079-09-44
015-079-09-44-09,KASUNGWA,015-079-09-44
015-079-09-45-01,KYABUREKI,015-079-09-45
015-079-09-45-02,KIFUMBIRA,015-079-09-45
015-079-09-45-03,KIGANDO,015-079-09-45
015-079-09-45-04,KISOJO LOWER,015-079-09-45
015-079-09-45-05,KISOJO UPPER,015-079-09-45
015-079-10-46-01,IBANDA I A,015-079-10-46
015-079-10-46-02,IBANDA I B,015-079-10-46
015-079-10-46-05,NYAKABUGHA UPPER,015-079-10-46
015-079-10-46-06,NYAKABUGHA LOWER,015-079-10-46
015-079-10-47-01,KASANZI LOWER,015-079-10-47
015-079-10-47-02,IBANDA II A,015-079-10-47
015-079-10-47-03,IBANDA II B,015-079-10-47
015-079-10-47-04,IHANI LOWER,015-079-10-47
015-079-10-47-05,KIBIRIZI LOWER,015-079-10-47
015-079-10-48-05,KATINDO,015-079-10-48
015-079-10-48-07,KYANYA LOWER,015-079-10-48
015-079-10-48-08,KYANYA CENTRAL,015-079-10-48
015-079-10-48-09,NYAMBUKO,015-079-10-48
015-079-10-49-01,BIKONE LOWER,015-079-10-49
015-079-10-49-04,MIHUNGA,015-079-10-49
015-079-10-49-06,KYANYA UPPER,015-079-10-49
015-079-10-49-07,RUBONI,015-079-10-49
015-079-11-50-01,KIBOTA,015-079-11-50
015-079-11-50-02,KIBUMBA,015-079-11-50
015-079-11-50-03,NYABUSWA,015-079-11-50
015-079-11-50-08,NYANGERE,015-079-11-50
015-079-11-51-01,KAKINDO,015-079-11-51
015-079-11-51-02,NKAIGA,015-079-11-51
015-079-11-51-05,MALIBA I,015-079-11-51
015-079-11-51-06,MALIBA II,015-079-11-51
015-079-11-51-07,MPUMURO,015-079-11-51
015-079-11-52-03,KYANJIMA,015-079-11-52
015-079-11-52-04,KYARUGOMOKA,015-079-11-52
015-079-11-52-09,NYARUKUNGU,015-079-11-52
015-079-11-52-10,BULYANDEKE,015-079-11-52
015-079-12-12-01,KABATUNDA EAST,015-079-12-12
015-079-12-12-02,KABATUNDA A,015-079-12-12
015-079-12-12-03,KABATUNDA B,015-079-12-12
015-079-12-12-04,KALHUBULHA,015-079-12-12
015-079-12-12-05,KYANZANGA,015-079-12-12
015-079-12-27-01,KABATUNDA II,015-079-12-27
015-079-12-27-02,KAMBEHO,015-079-12-27
015-079-12-27-03,KARAMBI I,015-079-12-27
015-079-12-27-04,KARAMBI II,015-079-12-27
015-079-12-33-02,KISUSUTHI,015-079-12-33
015-079-12-33-03,KIRABAHO A,015-079-12-33
015-079-12-33-04,KIRABAHO B,015-079-12-33
015-079-12-53-02,KABATUNDA CENTRAL,015-079-12-53
015-079-12-53-03,SOSO B,015-079-12-53
015-079-12-53-06,MABWE,015-079-12-53
015-079-12-54-01,BUSIBI A,015-079-12-54
015-079-12-54-02,BUSIBI B,015-079-12-54
015-079-12-54-03,SOSO A,015-079-12-54
015-079-12-55-01,BUTSWA,015-079-12-55
015-079-12-55-05,KASITHU,015-079-12-55
015-079-12-55-06,KIBIRIRI,015-079-12-55
015-079-13-56-01,MURAMBI IA,015-079-13-56
015-079-13-56-02,KABALE KAGAMBA,015-079-13-56
015-079-13-56-04,KYANGWALE,015-079-13-56
015-079-13-56-06,MURAMBI I,015-079-13-56
015-079-13-56-07,MURAMBI II,015-079-13-56
015-079-13-56-08,MUZAHURA EAST,015-079-13-56
015-079-13-57-01,BIKALEMA,015-079-13-57
015-079-13-57-02,MWIRANDA,015-079-13-57
015-079-13-57-07,NYAKABALE,015-079-13-57
015-079-13-57-12,UPPER RUGENDABARA II A,015-079-13-57
015-079-13-58-01,LHUME,015-079-13-58
015-079-13-58-02,NYANSEKE EAST,015-079-13-58
015-079-13-58-03,NYANSEKE VALLEY,015-079-13-58
015-079-13-58-08,NYANSEKE,015-079-13-58
015-079-13-59-01,KIHOKO,015-079-13-59
015-079-13-59-02,KIHOKO DAM,015-079-13-59
015-079-13-59-03,KIHOKO UPPER,015-079-13-59
015-079-13-59-04,KURUHE,015-079-13-59
015-079-13-60-01,KYAMBOGHO,015-079-13-60
015-079-13-60-02,KITSWAMBA I,015-079-13-60
015-079-13-60-03,KITSWAMBA I MIDDLE,015-079-13-60
015-079-13-60-04,SOWEDI,015-079-13-60
015-079-13-61-01,BOMA GROUND,015-079-13-61
015-079-13-61-02,FULL GOSPEL,015-079-13-61
015-079-13-61-03,MARKET CELL,015-079-13-61
015-079-13-61-04,MUSLIM CELL,015-079-13-61
015-079-13-62-01,KYABIKERE,015-079-13-62
015-079-13-62-02,KEMINYOKU,015-079-13-62
015-079-13-62-03,RWAKUHANDA,015-079-13-62
015-079-13-62-05,MUHUMUZA,015-079-13-62
015-080-01-01-01,KANAMBA,015-080-01-01
015-080-01-01-02,KANYATETE,015-080-01-01
015-080-01-01-03,MUBUKU II,015-080-01-01
015-080-01-01-04,NGANDO,015-080-01-01
015-080-01-02-01,KABAKA,015-080-01-02
015-080-01-02-02,KABUGA,015-080-01-02
015-080-01-02-03,KABUKERO,015-080-01-02
015-080-01-02-04,KARUSANDARA,015-080-01-02
015-080-01-02-05,KIVENGENYI,015-080-01-02
015-080-01-03-01,KIBUGA,015-080-01-03
015-080-01-03-02,KIKOGA,015-080-01-03
015-080-01-03-03,NYABUBALE,015-080-01-03
015-080-01-04-01,KINYAYOBYO,015-080-01-04
015-080-01-04-02,KYALANGA,015-080-01-04
015-080-02-06-02,KALHAMIA I,015-080-02-06
015-080-02-06-03,KALHAMIA II,015-080-02-06
015-080-02-07-05,MURAMBI I,015-080-02-07
015-080-02-07-06,MURAMBI II,015-080-02-07
015-080-02-08-02,BYAPA,015-080-02-08
015-080-02-08-04,KINYATEKE,015-080-02-08
015-080-02-09-02,KIGHENDERA,015-080-02-09
015-080-02-09-07,RWEBIHUNGU,015-080-02-09
015-080-02-23-01,KAHOKYA,015-080-02-23
015-080-02-23-02,NYARUZIGATI,015-080-02-23
015-080-03-12-01,BUNYANDIKO A,015-080-03-12
015-080-03-12-02,BUNYANDIKO B,015-080-03-12
015-080-03-12-03,KATULU,015-080-03-12
015-080-03-12-04,KYAMBOGHO,015-080-03-12
015-080-03-14-01,BUHUNGA,015-080-03-14
015-080-03-14-03,KIBANDAMA I,015-080-03-14
015-080-03-14-04,KISANGA A,015-080-03-14
015-080-03-14-05,KISANGA B,015-080-03-14
015-080-03-14-06,KIBANDAMA II,015-080-03-14
015-080-03-34-01,BUUHANGA,015-080-03-34
015-080-03-34-02,BULIMI I,015-080-03-34
015-080-03-34-05,NGANGI,015-080-03-34
015-080-03-35-01,BURANDYA B,015-080-03-35
015-080-03-35-02,BULIMI II,015-080-03-35
015-080-03-35-03,KAMUSONGE,015-080-03-35
015-080-03-37-01,KIRIMO,015-080-03-37
015-080-03-37-02,BUWATHA,015-080-03-37
015-080-03-37-06,BUKANGAMA,015-080-03-37
015-080-04-18-01,KYAKITALE B,015-080-04-18
015-080-04-18-02,KYAKITALE A,015-080-04-18
015-080-04-19-01,KYARUKARA A,015-080-04-19
015-080-04-19-02,KYARUKARA B,015-080-04-19
015-080-04-20-01,RWENJUBU UPPER,015-080-04-20
015-080-04-20-02,RWENJUBU LOWER,015-080-04-20
015-080-04-39-01,MWARO,015-080-04-39
015-080-04-39-02,TOWN CENTRE,015-080-04-39
015-080-04-40-01,KAKONI,015-080-04-40
015-080-04-40-02,TOP HILL,015-080-04-40
015-080-05-05-01,BUSUNGA,015-080-05-05
015-080-05-05-02,RWAMATE,015-080-05-05
015-080-05-10-01,KALEBERYO,015-080-05-10
015-080-05-10-03,KIKORONGO,015-080-05-10
015-080-05-21-01,HAMUKUNGU A,015-080-05-21
015-080-05-21-02,HAMUKUNGU B,015-080-05-21
015-080-05-22-02,KABIRIZI STORE,015-080-05-22
015-080-05-22-03,RWENTUTU,015-080-05-22
015-080-05-24-01,KIGABO,015-080-05-24
015-080-05-24-02,MWARO,015-080-05-24
015-080-05-25-01,KASUBI,015-080-05-25
015-080-05-25-02,KIBATI,015-080-05-25
015-080-05-26-01,MWEYA LOWER,015-080-05-26
015-080-05-26-02,MWEYA UPPER,015-080-05-26
015-080-06-28-01,BUSARA,015-080-06-28
015-080-06-28-02,KIBIRI,015-080-06-28
015-080-06-28-03,KYAMIZA,015-080-06-28
015-080-06-28-04,RWEBITOKE,015-080-06-28
015-080-06-30-01,KITABU,015-080-06-30
015-080-06-30-02,KYAMBOGHO,015-080-06-30
015-080-06-30-03,KYAPA,015-080-06-30
015-080-06-30-04,NYAMIRAMI,015-080-06-30
015-080-06-36-01,BIBWE,015-080-06-36
015-080-06-36-02,KABUKERO,015-080-06-36
015-080-06-36-04,RWEBIHUNGU,015-080-06-36
015-080-07-31-01,KABUGHABUGHA,015-080-07-31
015-080-07-31-02,NYISANGO,015-080-07-31
015-080-07-31-03,KIBOLHU,015-080-07-31
015-080-07-31-04,KASIKA,015-080-07-31
015-080-07-32-01,BUHAGHURA I,015-080-07-32
015-080-07-32-05,MUNGU,015-080-07-32
015-080-07-32-06,BUHAGHURA II,015-080-07-32
015-080-07-32-07,KATHOMA,015-080-07-32
015-080-07-32-08,NYABIBWA,015-080-07-32
015-080-07-44-02,BUGHALITSA,015-080-07-44
015-080-07-44-03,KAPOKO,015-080-07-44
015-080-07-44-05,MISIKA II,015-080-07-44
015-080-07-44-09,KARONGO,015-080-07-44
015-080-08-11-01,BUTAITURA,015-080-08-11
015-080-08-11-02,KITAKA,015-080-08-11
015-080-08-11-04,KABWE,015-080-08-11
015-080-08-13-01,KASUNGU,015-080-08-13
015-080-08-13-02,MBURAKASAKA,015-080-08-13
015-080-08-13-03,KYANGUMIRYA,015-080-08-13
015-080-08-15-01,KATHOMA,015-080-08-15
015-080-08-15-02,KATSARUHANDI,015-080-08-15
